id,business_id,transaction_type,amount,description,transaction_date,synced_to_remote
d04fbba6-e2d7-4847-b663-49ac607f2a3c,2e2d7a2b-84ec-4b84-bb7c-96a0d8bdd6de,Uncategorized,26085.0,,2025-08-21,False
4134b66f-013f-4b31-8e56-1d4c55871dc2,2e2d7a2b-84ec-4b84-bb7c-96a0d8bdd6de,Uncategorized,26085.0,,2025-08-21,False
1073d322-6011-4777-a972-d92ccb0a59f0,2e2d7a2b-84ec-4b84-bb7c-96a0d8bdd6de,Uncategorized,16704.0,,2025-08-21,False
5bc760af-4ab9-405b-abf7-cb5360fec8e6,2e2d7a2b-84ec-4b84-bb7c-96a0d8bdd6de,Uncategorized,11202.0,,2025-08-21,False
dcefae1f-6e82-4093-ac5d-817bade994b1,2e2d7a2b-84ec-4b84-bb7c-96a0d8bdd6de,Uncategorized,5024.0,,2025-08-21,False
feb5eddf-8c56-4979-8366-2b0120fc3212,2e2d7a2b-84ec-4b84-bb7c-96a0d8bdd6de,Uncategorized,12826.0,,2025-08-21,False
a2547ed1-1707-4b0c-bc98-6ed57f3ec994,2e2d7a2b-84ec-4b84-bb7c-96a0d8bdd6de,Uncategorized,420.0,,2025-08-21,False
6c2e7370-6eaf-4423-ab41-43e31a663fa5,2e2d7a2b-84ec-4b84-bb7c-96a0d8bdd6de,Uncategorized,110.0,,2025-08-21,False
fd191446-42e5-4039-9adc-da1d07c448dc,2e2d7a2b-84ec-4b84-bb7c-96a0d8bdd6de,Uncategorized,67115.0,,2025-08-21,False
9dbdee97-7baf-41f0-8bfe-f12479c26e14,2e2d7a2b-84ec-4b84-bb7c-96a0d8bdd6de,Uncategorized,78255.0,,2025-08-21,False
211795f4-59ae-448e-a1f7-88a9d2cafc32,2e2d7a2b-84ec-4b84-bb7c-96a0d8bdd6de,Uncategorized,156500.0,,2025-08-21,False
90e68698-28ae-43a8-8051-1cf1ae8e3a64,2e2d7a2b-84ec-4b84-bb7c-96a0d8bdd6de,Uncategorized,7825500.0,,2025-08-21,False
3f298ba3-9005-4c09-bffc-59569c819373,2e2d7a2b-84ec-4b84-bb7c-96a0d8bdd6de,Uncategorized,8138510.0,,2025-08-21,False
9237b680-1725-49b3-b464-9f69fa2ec501,2e2d7a2b-84ec-4b84-bb7c-96a0d8bdd6de,Uncategorized,26685.0,,2025-08-21,False
901b8d7d-3b99-49bc-be79-d4b2dcde6414,2e2d7a2b-84ec-4b84-bb7c-96a0d8bdd6de,Uncategorized,530.0,,2025-08-21,False
995456c5-cf6d-4e69-a7b8-bf8e261e40de,2e2d7a2b-84ec-4b84-bb7c-96a0d8bdd6de,Uncategorized,530.0,,2025-08-21,False
ef4405fa-e12e-4fe9-830e-21e4001a9d27,2e2d7a2b-84ec-4b84-bb7c-96a0d8bdd6de,Uncategorized,67115.0,,2025-08-21,False
dd4fa00f-cca4-4783-95d7-6863a1032206,2e2d7a2b-84ec-4b84-bb7c-96a0d8bdd6de,Uncategorized,67115.0,,2025-08-21,False
a334f852-e9bc-4731-98fa-7ab9da61926b,2e2d7a2b-84ec-4b84-bb7c-96a0d8bdd6de,Uncategorized,21950.0,,2025-08-21,False
9da23930-aaf3-4793-9205-9dc8133cb5f5,2e2d7a2b-84ec-4b84-bb7c-96a0d8bdd6de,Uncategorized,21950.0,,2025-08-21,False
5cb8218f-dd21-4b2a-af68-db158717359c,2e2d7a2b-84ec-4b84-bb7c-96a0d8bdd6de,Uncategorized,16704.0,,2025-08-21,False
5ef7317d-40f7-4d62-a1ae-7f9ef12e4ec4,2e2d7a2b-84ec-4b84-bb7c-96a0d8bdd6de,Uncategorized,16704.0,,2025-08-21,False
7801fc21-db01-437b-a250-345d3d697e2d,2e2d7a2b-84ec-4b84-bb7c-96a0d8bdd6de,Uncategorized,11202.0,,2025-08-21,False
0524db24-08ca-4946-af6c-35850b14ceec,2e2d7a2b-84ec-4b84-bb7c-96a0d8bdd6de,Uncategorized,11202.0,,2025-08-21,False
3c3bc7e1-3e9a-48aa-a1aa-3d89ed6e169c,2e2d7a2b-84ec-4b84-bb7c-96a0d8bdd6de,Uncategorized,5024.0,,2025-08-21,False
e787066b-1ca0-4697-97ac-0b99c97f7213,2e2d7a2b-84ec-4b84-bb7c-96a0d8bdd6de,Uncategorized,5024.0,,2025-08-21,False
8c0ca29a-1ca2-4ec3-89d8-92347481e0f8,2e2d7a2b-84ec-4b84-bb7c-96a0d8bdd6de,Uncategorized,31756.0,,2025-08-21,False
27615833-d31a-48ac-942d-261ce79a99fa,2e2d7a2b-84ec-4b84-bb7c-96a0d8bdd6de,Uncategorized,31756.0,,2025-08-21,False
2b4a516f-b47d-4c51-8333-2e6155234264,2e2d7a2b-84ec-4b84-bb7c-96a0d8bdd6de,Uncategorized,12826.0,,2025-08-21,False
d8096f5a-fd3b-42d8-9530-dd4162d68962,2e2d7a2b-84ec-4b84-bb7c-96a0d8bdd6de,Uncategorized,12826.0,,2025-08-21,False
6bb3307a-d814-4afa-a03c-8443186cc390,2e2d7a2b-84ec-4b84-bb7c-96a0d8bdd6de,Uncategorized,16704.0,,2025-08-21,False
f62e7c36-535e-429a-87cb-aea44f5ad4eb,2e2d7a2b-84ec-4b84-bb7c-96a0d8bdd6de,Uncategorized,16704.0,,2025-08-21,False
284244c4-4ca0-40c0-a9e8-36077948c826,2e2d7a2b-84ec-4b84-bb7c-96a0d8bdd6de,Uncategorized,5380.0,,2025-08-21,False
68b61230-f0ea-423b-a758-f7e01c5f46d7,2e2d7a2b-84ec-4b84-bb7c-96a0d8bdd6de,Uncategorized,280.0,,2025-08-21,False
f87858b8-ff1d-4fc1-82e4-65915f4d8690,2e2d7a2b-84ec-4b84-bb7c-96a0d8bdd6de,Uncategorized,280.0,,2025-08-21,False
7893f272-b857-4468-b0b3-12bef032abc6,2e2d7a2b-84ec-4b84-bb7c-96a0d8bdd6de,Uncategorized,280.0,,2025-08-21,False
9f2bee02-19f2-439f-965b-cd19f0fa1986,2e2d7a2b-84ec-4b84-bb7c-96a0d8bdd6de,Uncategorized,30000.0,,2025-08-21,False
92476634-fde1-4dd2-8e75-4a18213b3aef,2e2d7a2b-84ec-4b84-bb7c-96a0d8bdd6de,Uncategorized,30000.0,,2025-08-21,False
56a19341-191c-4fd9-a21e-926c5b117fc9,2e2d7a2b-84ec-4b84-bb7c-96a0d8bdd6de,Uncategorized,30000.0,,2025-08-21,False
8e004a8e-9c06-4e4d-a886-dd3f4e274b50,2e2d7a2b-84ec-4b84-bb7c-96a0d8bdd6de,Uncategorized,21515.0,,2025-08-21,False
dedfd088-d5f3-4bf8-b4cb-9e3c907056c5,2e2d7a2b-84ec-4b84-bb7c-96a0d8bdd6de,Uncategorized,21515.0,,2025-08-21,False
de0f24af-7583-45cf-b4d2-eb89f79c6372,2e2d7a2b-84ec-4b84-bb7c-96a0d8bdd6de,Uncategorized,21515.0,,2025-08-21,False
01307cfe-ae53-4947-9989-94e7886f0006,2e2d7a2b-84ec-4b84-bb7c-96a0d8bdd6de,Uncategorized,10000.0,,2025-08-21,False
0c62c273-6456-4b04-8756-5c4e72ab776b,2e2d7a2b-84ec-4b84-bb7c-96a0d8bdd6de,Uncategorized,17860.0,,2025-08-21,False
73a16292-cc49-4b1a-9a68-98f81b7792af,2e2d7a2b-84ec-4b84-bb7c-96a0d8bdd6de,Uncategorized,3500.0,,2025-08-21,False
10123ef1-55ae-4b31-ae1f-dfe7b1d1955d,2e2d7a2b-84ec-4b84-bb7c-96a0d8bdd6de,Uncategorized,140.0,,2025-08-21,False
9fcf19bd-7b43-4e22-a004-421ff1fb7829,2e2d7a2b-84ec-4b84-bb7c-96a0d8bdd6de,Uncategorized,30000.0,,2025-08-21,False
27af2a01-cf15-417b-813c-76e4bdb62f6e,2e2d7a2b-84ec-4b84-bb7c-96a0d8bdd6de,Uncategorized,3185.0,,2025-08-21,False
8607289f-249a-4f33-a64d-1ad723daaedc,2e2d7a2b-84ec-4b84-bb7c-96a0d8bdd6de,Uncategorized,31756.0,,2025-08-21,False
cb9e882e-e821-496c-aa59-28e273ebbaa2,2e2d7a2b-84ec-4b84-bb7c-96a0d8bdd6de,Uncategorized,21950.0,,2025-08-21,False
04594e84-9355-485f-b214-f84e25f900be,2e2d7a2b-84ec-4b84-bb7c-96a0d8bdd6de,Uncategorized,26085.0,,2025-08-21,False
1281484a-34ad-47dd-91ed-d932f5ffb680,2e2d7a2b-84ec-4b84-bb7c-96a0d8bdd6de,Uncategorized,120.0,,2025-08-21,False
77a2791f-75e2-4aef-b0b1-a855f9d53ea1,2e2d7a2b-84ec-4b84-bb7c-96a0d8bdd6de,Uncategorized,14249.0,,2025-08-21,False
f148f06a-1dd7-4284-89a9-3edea3be79b3,2e2d7a2b-84ec-4b84-bb7c-96a0d8bdd6de,Uncategorized,9460.0,,2025-08-21,False
aa914d1a-9cac-47b8-96b5-ea13acef6f98,2e2d7a2b-84ec-4b84-bb7c-96a0d8bdd6de,Uncategorized,20210.0,,2025-08-21,False
aeef778c-5f66-47d8-ba66-b2aa0cf1d736,2e2d7a2b-84ec-4b84-bb7c-96a0d8bdd6de,Uncategorized,21390.0,,2025-08-21,False
02b6ad47-43b0-47b8-a992-9c67520b030c,2e2d7a2b-84ec-4b84-bb7c-96a0d8bdd6de,Uncategorized,10000.0,,2025-08-21,False
c0f58c36-83a1-4b66-96a3-453d30f050ea,2e2d7a2b-84ec-4b84-bb7c-96a0d8bdd6de,Uncategorized,1300.0,,2025-08-21,False
38fcf22d-a46a-4620-a7c5-ac736a856bb8,2e2d7a2b-84ec-4b84-bb7c-96a0d8bdd6de,Uncategorized,3185.0,,2025-08-21,False
9c547a71-2b59-48ae-87e0-2714ab624aff,2e2d7a2b-84ec-4b84-bb7c-96a0d8bdd6de,Uncategorized,24450.0,,2025-08-21,False
a7df5767-bf23-4059-a436-c32b31b1eb96,2e2d7a2b-84ec-4b84-bb7c-96a0d8bdd6de,Uncategorized,5000.0,,2025-08-21,False
57f5b500-40ce-4164-89de-17bbecbeb0bc,2e2d7a2b-84ec-4b84-bb7c-96a0d8bdd6de,Uncategorized,2340.0,,2025-08-21,False
f8c11798-62e0-4e3a-b9d8-6643e4212595,2e2d7a2b-84ec-4b84-bb7c-96a0d8bdd6de,Uncategorized,420.0,,2025-08-21,False
aa587134-737e-4501-9c07-7746f2c05ec3,2e2d7a2b-84ec-4b84-bb7c-96a0d8bdd6de,Uncategorized,10216.0,,2025-08-21,False
6b920aac-6f70-4b08-b7ce-fb91e22b734d,2e2d7a2b-84ec-4b84-bb7c-96a0d8bdd6de,Uncategorized,9445.0,,2025-08-21,False
